"","team","GM","projected_position","avgheight","avgweight","avgbroad","avgarm","avgfourty","avgten","avgthree","avgshuttle","avgvert","minheight","maxheight","minweight","maxweight","minbroad","maxbroad","minarm","maxarm","minfourty","maxfourty","minten","maxten","minthree","maxthree","minshuttle","maxshuttle","minvert","maxvert","players"
"212","MIN","Kwesi Adofo-Mensah","S",74.2,199,133,32.25,4.37,1.45,NA,NA,36.5,74.2,74.2,199,199,133,133,32.2,32.2,4.37,4.37,1.45,1.45,Inf,-Inf,Inf,-Inf,36.5,36.5,1
"213","MIN","Kwesi Adofo-Mensah","T",76.6,314,99,35.38,5.22,1.75,7.83,4.71,25.5,76.6,76.6,314,314,99,99,35.4,35.4,5.22,5.22,1.75,1.75,7.83,7.83,4.71,4.71,25.5,25.5,1
"214","MIN","Kwesi Adofo-Mensah","TE",76.5,258,111,31.75,4.71,1.63,7.09,4.26,30.5,76.5,76.5,258,258,111,111,31.8,31.8,4.71,4.71,1.63,1.63,7.09,7.09,4.26,4.26,30.5,30.5,1
"215","MIN","Kwesi Adofo-Mensah","WR",71,174.9,122.89,30.78,4.49,1.55,7.05,4.2,34.59,71,71.2,173,186,122,128,30.2,30.9,4.49,4.5,1.52,1.56,7.03,7.05,4.19,4.28,34,38,2
"216","NE","Bill Belichick","C",75.4,314.3,100.59,33.26,5.29,1.8,8.1,4.88,25.75,74.8,75.9,305,327,97,108,32.9,33.9,5.15,5.44,1.74,1.83,7.9,8.46,4.73,5.02,21.5,30.5,4
"217","NE","Bill Belichick","CB",71.9,195.3,125.37,31.36,4.47,1.58,6.8,4.15,36.86,68,75.6,171,215,116,133,28.9,32.8,4.33,4.64,1.48,1.66,6.39,7.03,4.01,4.63,32.5,43,16
"218","NE","Bill Belichick","DI",74.8,307.9,103.45,33.3,5.05,1.7,7.87,4.59,29.44,73.8,76.1,288,329,98,111,32.5,34.6,4.93,5.19,1.57,1.81,7.66,8.03,4.59,4.62,29,30,5
"219","NE","Bill Belichick","ED",76.2,266.3,118.19,33.82,4.77,1.67,7.11,4.36,33.95,74,77.5,248,293,100,124,32,35.6,4.59,5.1,1.57,1.76,6.9,7.82,4.07,4.69,29.5,37,13
"220","NE","Bill Belichick","G",75.8,313,110.4,32.57,5.12,1.78,7.52,4.67,27.62,73.4,76.9,295,344,96,120,31.2,34.4,4.95,5.52,1.71,1.88,7.44,8.15,4.5,5.27,23,32,10
"221","NE","Bill Belichick","HB",70.6,215.5,117.85,30.96,4.55,1.61,6.97,4.26,34.88,69.1,71.6,204,230,112,126,29.2,31.9,4.37,4.65,1.51,1.67,6.78,7.39,4.2,4.47,31.5,38.5,8
"222","NE","Bill Belichick","LB",74,248.8,117.24,32.66,4.63,1.64,7.3,4.45,32.96,71.2,76,208,265,111,129,30.5,33.6,4.45,4.84,1.52,1.71,6.89,7.55,4.2,4.64,29.5,38.5,13
"223","NE","Bill Belichick","QB",75.2,226,111.35,32.3,4.9,1.71,7.1,4.38,30.06,72.5,78.8,215,253,103,116,31,34.4,4.68,5.37,1.6,1.84,7.04,7.28,4.26,4.53,24,32,7
"224","NE","Bill Belichick","S",72.4,209.9,124.52,32.4,4.54,1.6,6.9,4.23,36.04,70.8,75,196,221,111,134,30.8,33.5,4.49,4.65,1.56,1.62,6.59,7.04,4.04,4.4,32,42,7
"225","NE","Bill Belichick","T",77.4,317.6,107.11,34.15,5.1,1.81,7.77,4.67,30.53,74.4,80.2,302,358,97,110,33.4,35.5,4.96,5.28,1.77,1.88,7.44,8.41,4.34,5,23.5,33,10
"226","NE","Bill Belichick","TE",76,257.1,116.81,32.78,4.77,1.66,7.08,4.29,31.57,75,77.8,253,266,108,125,30.5,34.4,4.71,4.94,1.62,1.76,6.99,7.15,4.19,4.51,29,34,5
"227","NE","Bill Belichick","WR",72.9,202.9,125.17,32.16,4.42,1.53,7.05,4.29,36.01,67,74.8,179,228,112,134,28,33.1,4.28,4.53,1.41,1.62,6.68,7.25,4.1,4.39,29,39.5,12
"228","NO","Mickey Loomis","C",75.9,303,107,33,4.89,1.72,8.28,4.62,31,75.9,75.9,303,303,107,107,33,33,4.89,4.89,1.72,1.72,8.28,8.28,4.62,4.62,31,31,1
"229","NO","Mickey Loomis","CB",72.1,199.3,125.32,31.45,4.47,1.54,6.91,4.23,37.08,70.6,74.6,189,218,110,132,30,32.6,4.36,4.61,1.47,1.65,6.69,7.08,4.13,4.33,32,41.5,10
"230","NO","Mickey Loomis","DI",75.1,308.1,112.4,33.51,5.02,1.74,7.45,4.58,31.23,73.1,77,294,346,100,119,32.5,35.1,4.86,5.21,1.66,1.82,7.2,7.8,4.38,4.94,24.5,34.5,7
"231","NO","Mickey Loomis","ED",76.5,266.4,120.79,33.82,4.69,1.65,7.09,4.36,33.97,74,77.8,246,287,112,132,31.2,35.4,4.57,4.93,1.52,1.72,6.7,7.43,4.2,4.56,30.5,42.5,10
"232","NO","Mickey Loomis","G",77,311.4,106.32,33.69,5.17,1.8,7.96,4.65,31.09,74.8,78.9,307,324,85,113,31.2,34.4,5.08,5.44,1.77,1.88,7.91,8.04,4.62,4.92,23,33,4
"233","NO","Mickey Loomis","HB",69.8,212.3,127.34,31.61,4.53,1.59,7.04,4.31,38.39,66.8,72.2,193,215,109,135,29.9,32.8,4.4,4.61,1.54,1.68,6.67,7.22,4.15,4.4,29,41.5,6
"234","NO","Mickey Loomis","LB",74.7,240.9,120.08,32.99,4.57,1.59,7.01,4.24,35.33,72.8,75.8,228,250,114,125,32.1,34.6,4.42,4.71,1.51,1.65,6.63,7.19,4.03,4.38,30.5,39.5,10
"235","NO","Mickey Loomis","QB",73.1,212.5,117.44,30.35,4.71,1.65,6.99,4.29,33.88,72,76,207,237,114,121,29.8,32,4.65,4.75,1.62,1.71,6.97,7.01,4.19,4.35,32.5,35,4
"236","NO","Mickey Loomis","S",71.9,206.4,123.53,32.23,4.57,1.59,6.83,4.16,37.29,70.5,73.2,199,214,119,129,30,32.6,4.48,4.63,1.54,1.61,6.78,6.94,4.06,4.43,30.5,43.5,7
"237","NO","Mickey Loomis","T",78.1,314.7,110.17,33.74,4.96,1.71,7.46,4.71,29.93,76,79.1,299,325,95,112,32.2,34.2,4.71,5.67,1.65,1.9,7.25,8.03,4.62,5.12,25.5,34.5,8
"238","NO","Mickey Loomis","TE",76.8,253.8,115.18,32.85,4.78,1.65,6.88,4.28,31.98,76,77,249,255,114,120,32.6,33.8,4.7,4.8,1.65,1.65,6.78,7.27,4.27,4.34,31,36,2
"239","NO","Mickey Loomis","WR",72.5,196.7,124.89,31.72,4.43,1.53,6.86,4.11,34.46,69.8,75.5,187,215,120,133,30.5,34.5,4.33,4.57,1.45,1.6,6.76,7.42,3.81,4.5,32,39.5,8
"240","NYG","Joe Schoen","C",75,301,104,32.62,5.35,1.78,NA,4.56,29.5,75,75,301,301,104,104,32.6,32.6,5.35,5.35,1.78,1.78,Inf,-Inf,4.56,4.56,29.5,29.5,1
"241","NYG","Joe Schoen","CB",72.4,192.3,129.53,31.04,4.41,1.51,6.94,4.17,38.63,72,73.9,175,205,122,136,30.1,32.1,4.35,4.52,1.49,1.56,6.74,7.01,4.1,4.24,34,42,4
"242","NYG","Joe Schoen","DI",75.8,329.5,96.56,33.08,5.23,1.84,7.93,4.73,27.33,75.4,77.4,327,338,95,102,33,33.4,5.22,5.28,1.83,1.89,7.85,8.21,4.72,4.76,25,28,2
"243","NYG","Joe Schoen","ED",76,254,119,33.12,4.58,1.56,7.23,4.38,NA,76,76,254,254,119,119,33.1,33.1,4.58,4.58,1.56,1.56,7.23,7.23,4.38,4.38,Inf,-Inf,1
"244","NYG","Joe Schoen","G",76.9,316.5,106.33,34.4,5.22,1.8,7.82,4.67,28.23,76.2,78.5,308,340,105,110,34,35.5,5.19,5.31,1.78,1.85,7.81,7.83,4.56,4.99,27.5,28.5,2
"245","NYG","Joe Schoen","HB",69.5,207,118,29.62,4.62,1.55,7.17,4.1,37.5,69.5,69.5,207,207,118,118,29.6,29.6,4.62,4.62,1.55,1.55,7.17,7.17,4.1,4.1,37.5,37.5,1
"246","NYG","Joe Schoen","LB",74.2,238.8,120.86,31.71,4.66,1.58,6.89,4.16,35.61,73.1,75.8,237,240,118,125,31.2,32.4,4.63,4.7,1.54,1.63,6.88,6.91,4.15,4.17,35,36.5,2
"247","NYG","Joe Schoen","S",72,195,125,32,NA,NA,NA,NA,37.5,72,72,195,195,125,125,32,32,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,37.5,37.5,1
"248","NYG","Joe Schoen","T",79.5,337,NA,34,NA,NA,NA,NA,NA,79.5,79.5,337,337,Inf,-Inf,34,34,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,1
"249","NYG","Joe Schoen","TE",76.9,253,125,32.5,4.63,1.52,7.05,4.47,34.5,76.9,76.9,253,253,125,125,32.5,32.5,4.63,4.63,1.52,1.52,7.05,7.05,4.47,4.47,34.5,34.5,1
"250","NYG","Joe Schoen","WR",69.7,177.2,125.16,29.68,4.42,1.49,7.02,4.21,36.82,68,72,176,178,118,135,27.6,32.5,4.4,4.44,1.49,1.5,6.99,7.06,4.13,4.33,34.5,40,2
"251","NYJ","Joe Douglas","C",78,313,NA,32.75,NA,NA,NA,NA,NA,78,78,313,313,Inf,-Inf,32.8,32.8,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,1
"252","NYJ","Joe Douglas","CB",74,191.8,131.43,33.04,4.41,1.5,5.73,5.27,40.79,70,74.8,179,204,128,136,30.2,33.5,4.3,4.49,1.46,1.51,4.12,6.93,4.1,6.84,39.5,42.5,4
"253","NYJ","Joe Douglas","DI",75.1,310,114,32.25,4.81,1.7,NA,NA,32,75.1,75.1,310,310,114,114,32.2,32.2,4.81,4.81,1.7,1.7,Inf,-Inf,Inf,-Inf,32,32,1
"254","NYJ","Joe Douglas","ED",75.5,249.6,127.89,34.37,4.71,1.63,6.93,4.27,35.06,75,77.2,239,264,116,132,32.9,34.9,4.64,4.85,1.61,1.65,6.85,7.2,4.22,4.45,33,36,3
"255","NYJ","Joe Douglas","G",77.5,311,NA,35.38,NA,NA,NA,NA,NA,77.5,77.5,311,311,Inf,-Inf,35.4,35.4,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,1
"256","NYJ","Joe Douglas","HB",70.4,213.2,123.29,30.98,4.46,1.57,7.01,4.19,37.92,67.9,71.2,201,217,118,128,29.1,32,4.39,4.62,1.5,1.66,6.81,7.14,3.98,4.32,34,41,4
"257","NYJ","Joe Douglas","LB",76.1,250.5,124.67,33.67,4.57,1.59,7.02,4.27,32.33,73.4,76.6,233,254,123,125,32,34,4.54,4.58,1.57,1.59,7.02,7.02,4.27,4.27,32,34,2
"258","NYJ","Joe Douglas","QB",74.4,216.2,112,31.03,4.89,1.73,7.51,4.64,29,74.1,76,214,229,112,112,30.6,33.4,4.89,4.89,1.73,1.73,7.51,7.51,4.64,4.64,29,29,2
"259","NYJ","Joe Douglas","S",73.4,206.6,124.04,32.16,4.63,1.6,7.07,4.32,36.25,72.8,75.2,196,216,123,126,30.5,34.5,4.39,4.75,1.53,1.64,6.94,7.15,4.27,4.36,32,42,4
"260","NYJ","Joe Douglas","T",77.8,330.5,105.14,33.91,5.15,1.78,7.76,4.62,29.38,76.4,79.4,307,364,101,106,32.1,35.6,5.1,5.32,1.77,1.81,7.65,8.09,4.61,4.65,25,32,4
"261","NYJ","Joe Douglas","TE",77.8,251.1,128,33.02,4.55,1.57,6.87,4.12,40,77.5,79,250,255,128,128,32.8,34,4.55,4.55,1.57,1.57,6.87,6.87,4.12,4.12,40,40,2
"262","NYJ","Joe Douglas","WR",71.7,186.9,123.9,31.86,4.37,1.54,6.66,4.27,36.56,69.4,74.9,178,207,120,131,30.1,33.9,4.35,4.38,1.53,1.57,6.66,6.66,4,4.43,36,38.5,3
"263","PHI","Howie Roseman","C",76.4,311.8,117.19,32.86,4.91,1.72,7.2,4.42,32.9,74.6,78,280,326,110,119,32.5,33.4,4.89,4.92,1.71,1.76,7.19,7.22,4.14,4.49,30.5,33.5,3
"264","PHI","Howie Roseman","CB",71.9,195.5,122.78,31.28,4.46,1.55,6.91,4.17,35.83,69.1,74,182,209,113,130,29.5,32.4,4.36,4.61,1.5,1.6,6.51,7.21,3.97,4.5,31.5,40.5,12
"265","PHI","Howie Roseman","DI",75.8,312.4,111.81,33.58,4.84,1.66,7.2,4.52,29.99,73.1,78.4,275,341,103,123,30.6,34.5,4.62,5.38,1.63,1.79,6.87,7.65,4.25,4.67,25,38.5,10
"266","PHI","Howie Roseman","ED",75.4,254.4,119.02,33.07,4.7,1.64,7.14,4.43,34.53,72.4,80.9,231,302,105,128,32,36,4.39,4.89,1.5,1.76,6.9,7.48,4,4.6,29,41.5,14
"267","PHI","Howie Roseman","G",75.3,306.7,98.02,33.68,5.28,1.81,7.5,4.57,26.55,73.9,75.9,301,310,92,108,32.8,34.2,5.13,5.36,1.69,1.89,7.27,7.61,4.44,4.62,26,30,3
"268","PHI","Howie Roseman","HB",69.7,200.4,119.75,29.94,4.49,1.58,6.95,4.28,34.77,66.6,71.5,175,223,112,124,28.1,30.6,4.47,4.56,1.54,1.62,6.83,7.26,4.18,4.46,33.5,36,6
"269","PHI","Howie Roseman","LB",72.2,232.8,122.38,31.8,4.58,1.6,6.89,4.25,35.8,69.6,74.4,218,246,109,127,31,33.5,4.44,4.89,1.53,1.71,6.68,7.17,4.15,4.46,30.5,39.5,10
"270","PHI","Howie Roseman","QB",76.2,232.9,118.35,32.69,4.8,1.67,6.94,4.31,31.56,73,78,222,243,112,125,30.6,34.2,4.59,5.14,1.6,1.77,6.86,7.22,4.15,4.68,30.5,35,6
"271","PHI","Howie Roseman","S",71.3,203.6,124.01,31.42,4.53,1.55,6.93,4.18,35.79,69.8,73.1,184,212,113,134,28.8,32.2,4.44,4.62,1.46,1.68,6.76,7.18,4.07,4.49,30,42,8
"272","PHI","Howie Roseman","T",77.7,312.4,114.09,34.18,4.94,1.72,7.52,4.58,30.57,74.9,80.1,303,346,96,118,32.8,35.5,4.72,5.6,1.68,1.98,7.31,8.26,4.4,5,24.5,34,10
"273","PHI","Howie Roseman","TE",76.7,251.2,115.57,32.76,4.74,1.67,7.06,4.39,32.55,75.9,77,241,256,111,121,31.6,34,4.62,4.76,1.59,1.68,7.02,7.09,4.3,4.47,30.5,35,3
"274","PHI","Howie Roseman","WR",72.7,199.4,124.71,32.29,4.47,1.58,7.06,4.31,36.99,70.6,76,170,225,116,138,31.2,33.2,4.42,4.53,1.52,1.63,6.83,7.31,4.07,4.46,32,42,11
"275","PIT","Omar Khan","CB",74.1,198.6,131,33.83,4.46,1.52,6.7,4.06,37.5,74,75.4,198,205,131,131,32,34,4.46,4.46,1.52,1.52,6.7,6.7,4.06,4.06,37.5,37.5,2
"276","PIT","Omar Khan","DI",76,309,111,33.88,5.08,1.79,7.34,4.65,29.5,76,76,309,309,111,111,33.9,33.9,5.08,5.08,1.79,1.79,7.34,7.34,4.65,4.65,29.5,29.5,1
"277","PIT","Omar Khan","ED",74,240,NA,31.25,4.65,1.59,NA,NA,NA,74,74,240,240,Inf,-Inf,31.2,31.2,4.65,4.65,1.59,1.59,Inf,-Inf,Inf,-Inf,Inf,-Inf,1
"278","PIT","Omar Khan","G",77,309,113,32.12,5.18,1.8,7.63,5,30.5,77,77,309,309,113,113,32.1,32.1,5.18,5.18,1.8,1.8,7.63,7.63,5,5,30.5,30.5,1
"279","PIT","Omar Khan","T",77,311,108,34.75,4.97,1.74,NA,NA,30,77,77,311,311,108,108,34.8,34.8,4.97,4.97,1.74,1.74,Inf,-Inf,Inf,-Inf,30,30,1
"280","PIT","Omar Khan","TE",78.5,264,122,34.38,4.64,1.57,NA,4.08,31,78.5,78.5,264,264,122,122,34.4,34.4,4.64,4.64,1.57,1.57,Inf,-Inf,4.08,4.08,31,31,1
"281","SEA","John Schneider","C",77.2,320.4,111,32.89,5.07,1.75,7.59,4.79,29.5,73.8,77.9,299,325,111,111,30,33.5,5.07,5.07,1.75,1.75,7.59,7.59,4.79,4.79,29.5,29.5,2
"282","SEA","John Schneider","CB",72.3,192.4,125.17,31.7,4.45,1.57,7.02,4.3,36.26,69,76.1,181,220,115,132,30.4,33.9,4.26,4.6,1.47,1.61,6.82,7.31,3.96,4.49,32.5,42,14
"283","SEA","John Schneider","DI",75.5,298.4,106.46,33.7,5.01,1.75,7.72,4.67,28.42,73.2,77.8,283,323,84,119,32,34.8,4.76,5.23,1.55,1.84,7.16,8.13,4.36,5.07,22.5,38,15
"284","SEA","John Schneider","ED",75.3,257,118.19,33.33,4.65,1.64,7,4.19,34.12,72.4,77.4,227,275,108,123,32.1,35.4,4.38,4.95,1.54,1.72,6.7,7.51,4.03,4.62,28.5,38.5,12
"285","SEA","John Schneider","G",76.2,315.9,105.1,33.47,5.25,1.82,7.82,4.69,28.14,74,78,298,327,93,113,33,35.1,4.97,5.51,1.69,1.96,7.4,8.32,4.41,4.95,24,36,10
"286","SEA","John Schneider","HB",70.7,216.7,121.52,31.26,4.49,1.56,7.08,4.31,35.55,69.2,72.5,199,228,113,130,30.2,33.2,4.38,4.62,1.5,1.63,6.69,7.69,4.02,4.69,28.5,43,13
"287","SEA","John Schneider","LB",73.8,244.3,125.3,32.81,4.55,1.6,7.07,4.26,36.25,72,75.8,226,261,116,132,31.2,34.5,4.44,4.71,1.55,1.69,6.85,7.26,4,4.54,32,42,11
"288","SEA","John Schneider","QB",71.4,205.8,116.92,31.05,4.55,1.59,7.02,4.16,33.73,70.6,75,204,214,112,118,31,31.2,4.53,4.62,1.59,1.6,6.97,7.27,4.09,4.5,32.5,34,2
"289","SEA","John Schneider","S",72,209.3,117.01,31.6,4.54,1.6,7.01,4.27,33.79,69.8,73,196,218,115,125,30.2,33,4.44,4.62,1.54,1.65,6.79,7.16,4.09,4.36,31,39,7
"290","SEA","John Schneider","T",77,315.1,109.19,34.41,5.1,1.77,7.73,4.65,28.61,74.5,80,307,332,95,115,32.8,36,4.92,5.55,1.64,1.92,7.09,8.19,4.4,5.06,23,33.5,10
"291","SEA","John Schneider","TE",77.5,256.1,112.53,33.65,4.79,1.67,7.08,4.33,31.67,75.8,79.2,251,262,109,122,33.2,34.2,4.51,4.89,1.53,1.72,7.05,7.15,4.2,4.46,28,38,4
"292","SEA","John Schneider","WR",72.5,200.8,124.16,31.65,4.44,1.57,6.93,4.21,36.24,68.8,77.2,175,229,114,135,29.9,34.9,4.33,4.64,1.47,1.66,6.57,7.38,3.93,4.5,31,40.5,16
"293","SF","John Lynch","CB",72.2,194.3,126.32,32.33,4.42,1.55,6.92,4.21,38.34,69,74.8,188,199,118,139,30.6,33.1,4.32,4.51,1.51,1.58,6.82,7.02,4.06,4.43,34.5,40.5,8
"294","SF","John Lynch","DI",75.9,314.1,108,34.22,4.93,1.69,7.73,4.65,28.5,72.6,77.1,280,324,108,108,32.5,34.9,4.87,5.04,1.66,1.75,7.73,7.73,4.65,4.65,28.5,28.5,4
"295","SF","John Lynch","ED",75.2,267.6,120.37,33.09,4.73,1.63,7.04,4.24,33.73,73,77,243,280,111,126,32.4,34.6,4.48,4.94,1.62,1.65,6.91,7.32,4.14,4.77,28.5,35,5
"296","SF","John Lynch","G",77.2,316.1,102.43,33.16,5.29,1.85,7.74,4.87,29.14,76.1,78.1,304,325,100,106,32.2,34.8,5.19,5.35,1.77,1.91,7.69,7.87,4.73,5,26,31,3
"297","SF","John Lynch","HB",71.7,210.9,122.84,31.64,4.48,1.53,7.06,4.29,34.38,70.1,72.4,201,215,117,128,30.8,33.4,4.38,4.57,1.49,1.58,6.83,7.25,4.19,4.4,30,37.5,4
"298","SF","John Lynch","LB",73.3,237.2,121.27,32.65,4.65,1.59,7.05,4.35,35.93,71,75.4,220,254,112,127,31.6,34,4.49,4.73,1.55,1.68,6.9,7.31,4.28,4.56,30.5,38.5,6
"299","SF","John Lynch","QB",75.6,222.8,113,31.28,4.84,1.61,6.98,4.25,30.56,73.2,75.9,212,224,113,113,29,31.5,4.84,4.84,1.61,1.61,6.95,7.21,4.23,4.45,27,31,3
"300","SF","John Lynch","S",71.8,203.6,122.3,31.51,4.59,1.56,7.01,4.2,33.86,71,72.6,197,216,117,131,30.8,32,4.38,4.65,1.5,1.61,6.87,7.24,4.06,4.31,32.5,37,5
"301","SF","John Lynch","T",79.1,310.9,105.58,33.77,5.22,1.78,7.69,4.7,28.41,76.1,79.9,309,320,105,110,32.5,34,5.13,5.26,1.67,1.83,7.54,7.77,4.67,4.73,25.5,30,4
"302","SF","John Lynch","TE",76.2,245.8,120.57,32.4,4.74,1.65,7.12,4.31,33.29,75.5,77,241,255,108,132,31.1,33.2,4.52,4.92,1.59,1.69,6.76,7.31,4.07,4.47,32,35,5
"303","SF","John Lynch","WR",72.4,202.8,124.33,32.06,4.51,1.58,7.07,4.17,36.97,68,76.8,181,226,117,128,28.8,33.5,4.33,4.72,1.51,1.65,6.74,7.38,4.01,4.37,29,40,9
"304","TB","Jason Licht","CB",71.5,200.5,125.38,31.34,4.47,1.57,7,4.17,37.77,70.5,74,189,206,118,130,30.5,32.8,4.3,4.54,1.51,1.59,6.88,7.3,3.98,4.53,32,41.5,8
"305","TB","Jason Licht","DI",76.4,319.3,102.75,32.54,5.02,1.73,7.39,4.51,28.8,73,78.1,283,347,91,105,31.5,32.8,4.75,5.45,1.66,1.86,7.25,7.97,4.44,5,24.5,30,5
"306","TB","Jason Licht","ED",75.2,262.9,116.95,32.87,4.7,1.62,7.08,4.33,34.64,73,79,241,281,112,121,30.6,34.9,4.51,4.85,1.56,1.68,6.93,7.21,4.15,4.36,31,37,8
"307","TB","Jason Licht","G",77,307.2,104.36,32.95,5.14,1.79,7.57,4.63,28.63,75.9,78,302,313,97,108,32.2,35.5,4.98,5.39,1.71,1.87,7.33,8.04,4.47,4.84,26.5,30.5,5
"308","TB","Jason Licht","HB",70.9,211.9,119.56,31.06,4.5,1.59,7.11,4.28,35.89,67.9,72.4,188,247,112,126,30,31.8,4.42,4.8,1.52,1.64,6.93,7.16,4.26,4.3,32,38,7
"309","TB","Jason Licht","LB",72.6,235.4,119.62,32.01,4.51,1.59,7.11,4.23,38.16,71,74.2,225,243,118,125,30.1,33,4.42,4.75,1.56,1.68,7.06,7.38,4.17,4.41,32.5,41.5,9
"310","TB","Jason Licht","QB",76,232.1,105.13,32.21,5,1.74,7.14,4.41,29.14,75.8,77.1,231,236,103,113,32,33,4.97,5.1,1.74,1.75,7.08,7.16,4.36,4.6,28.5,31.5,2
"311","TB","Jason Licht","S",70.8,201.1,124.68,31.04,4.51,1.57,6.88,4.16,37.78,69.1,74.1,198,205,116,132,29.8,32.9,4.33,4.6,1.46,1.61,6.48,7.16,3.94,4.31,34,41.5,5
"312","TB","Jason Licht","T",77,321.3,112.53,33.88,5.04,1.75,7.76,4.76,32.78,76.4,77.6,306,338,104,121,32.2,34.5,4.85,5.27,1.68,1.82,7.58,8.15,4.65,5.11,27.5,36.5,5
"313","TB","Jason Licht","TE",77.6,254.8,119.52,33.53,4.61,1.58,6.92,4.25,30.86,76.4,78,250,262,111,121,32.8,33.8,4.51,4.98,1.55,1.8,6.85,7.15,4.16,4.53,30,34.5,5
"314","TB","Jason Licht","WR",73.6,210.8,122.9,32.99,4.47,1.57,6.98,4.19,36.48,67.6,76.8,174,231,113,129,29.2,35.1,4.33,4.53,1.51,1.64,6.66,7.13,4,4.27,29.5,41.5,9
"315","TEN","Ran Carthon","HB",70,201,125,30.75,4.52,1.57,7.27,4.32,39,70,70,201,201,125,125,30.8,30.8,4.52,4.52,1.57,1.57,7.27,7.27,4.32,4.32,39,39,1
"316","TEN","Ran Carthon","QB",76,229,124,32,NA,NA,NA,NA,34,76,76,229,229,124,124,32,32,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,34,34,1
"317","TEN","Ran Carthon","T",76.2,312.1,114.75,32.34,5.15,1.75,7.8,NA,34.13,76,78,306,313,113,115,32.2,33,5.1,5.16,1.75,1.78,7.8,7.8,Inf,-Inf,31.5,34.5,2
"318","TEN","Ran Carthon","TE",78.5,248,115,31.5,4.69,1.61,7.15,4.4,33.5,78.5,78.5,248,248,115,115,31.5,31.5,4.69,4.69,1.61,1.61,7.15,7.15,4.4,4.4,33.5,33.5,1
"319","TEN","Ran Carthon","WR",74.5,212,133,33,4.42,1.56,7.07,4.17,41.5,74.5,74.5,212,212,133,133,33,33,4.42,4.42,1.56,1.56,7.07,7.07,4.17,4.17,41.5,41.5,1
